,0
1912,"Tačiau dalis ugdymo įstaigų bendruomenių savivaldybės siūlomiems pokyčiams išreiškė nepritarimą. Kazio Griniaus gimnazijos Darbo tarybos pirmininkės Daivos Vaišnorienės žiniomis, tam prieštarauja Prano Dovydaičio, Antanavo, Jankų pagrindinių mokyklų tarybos, lopšelo-darželio „Pušelė“ bei jos atstovaujamos gimnazijos tarybos."
1913,"Mokyklų tinklą keičianti savivaldybė, D.Vaišnorienės įsitikinimu, turėtų atsižvelgti į 2018-aisiais ŠMSM pateiktas rekomendacijas ir reorganizuoti tik labiau nutolusias Antanavo, Jankų ir Bagotosios pagrindines mokyklas."
1914,"„O Kazlų Rūdoje funkcionuojančios mokyklos, nei pradinė, nei pagrindinė P.Dovydaičio mokykla, nei gimnazija, nei tuo labiau neformaliojo švietimo įstaiga lopšelis-darželis „Pušelė“ tikrai neturėtų patekti į reorganizaciją“, – aiškino Kazio Griniaus gimnazijos atstovė."
1915,"Savivaldybė, anot D.Vaišnorienės, svarių argumentų, kodėl reikėtų įgyvendinti mokyklų pertvarką, nepristatė."
1916,"„Realių motyvų mums savivaldybė ir neatskleidė. Jos tikslas yra švietimo kokybės, prieinamumo gerinimas, bet iš tiesų nei vedėja, aptarinėjant planą, kai jis buvo visuomenei pristatomas, nei meras mums niekaip nesugebėjo įvardyti, kokiu būdu čia ta kokybė gerės sujungus visas mokyklas ir padarius jas su vienu vadovu."
1917,Įsivaizduojat? Virš 1000 mokinių ir po visą savivaldybę pasklidusios įstaigos... Kaip kurti organizacinį klimatą visose mokyklose? Kokia ten gali būti organizacinė kultūra ir kažkokių tikslų kėlimas bei siekimas?“ – svarstė ji.
1918,Kokia ten gali būti organizacinė kultūra ir kažkokių tikslų kėlimas bei siekimas?
1919,"Meras M.Varaška neslėpė žinantis, kad švietimo įstaigų bendruomenės planuojamų pokyčių nenori. Ir tokių esą ne dalis, o visos."
1920,"„Iš tiesų visos bendruomenės yra nepatenkintos. Visas jas palies centralizavimas, visas jas palies tai, kad nebus atskirų vadovybių, nebus ūkinių etatų, kurie buvo, nebebus atskirų viešųjų pirkimų ir daug labai nežinomybės. Gimnazija, šiuo atveju, netenka mažiausiai, nes prie jos prijungiame kitas mokyklas, – teigė jis ir prabilo apie finansinę pokyčių naudą."
1921,"– Visos mokyklos mūsų pertvarkos plane gaus dalį sutaupytų lėšų būtent į naują infrastruktūros eilutę, kurios iki šiol neturėjo. Nes kiek anksčiau mūsų mokyklų vadovai turėdavo prašymų klasių remontui, informacinės technikos įsigijimui ir panašiai, visa tai buvo daroma iš lėšų, kurios turėdavo tekti miesto poreikiams.“"
1922,"Galimybę įvertini Kazlų Rūdos savivaldybės tarybos siūlymus dėl mokyklų tinklo pertvarkos turėjo ir ŠMSM. Įstaiga apie siekį vykdyti pertvarką atsiliepė palankiai, tačiau suabejojo, ar reorganizavus septynis skirtingų grupių ir tipų juridinius asmenis, veikiančius skirtingose vietose, į gimnazijos skyrius pavyks užtikrinti veiksmingą jų valdymą ir žymiai sumažinti valdymo išlaidas."
1923,ŠMSM pateikė savo pertvarkos variantą.
1924,"„Ministerija siūlo nejungti Kazlų Rūdos pradinės mokyklos prie Kazlų Rūdos Kazio Griniaus gimnazijos, palikti ją veikti kaip savarankišką juridinį asmenį ir prijungti prie jos kaip skyrius po Kazlų Rūdos sav. Antanavo, Kazlų Rūdos sav. Jankų, Kazlų Rūdos sav. Bagotosios pagrindinių mokyklų reorganizavimo steigiamus pradinio ugdymo skyrius, Kazlų Rūdos vaikų lopšelį-darželį „Pušelė“ bei Kazlų Rūdos „Elmos“ mokyklos-darželio „Ąžuolų Būdos“ universalų daugiafunkcį centrą“, – nurodoma merui ir kelioms ugdymo įstaigoms adresuotame ministerijos atsakyme."
1925,"ŠMSM taip pat pasiūlė kaip savarankišką juridinį asmenį palikti veikti Prano Dovydaičio pagrindinę mokyklą, tačiau paragino keisti jos tipą iš pagrindinės mokyklos į progimnaziją, pasiūlė svarstyti galimybę keisti Plutiškių gimnazijos tipą į progimnaziją."
1926,Siūlymui Antanavo ir Jankų pagrindines mokyklas reorganizuoti į pradinio ugdymo skyrius ministerija išreiškė pritarimą.
1927,"ŠMSM pateiktas pertvarkos planas mokyklų bendruomenes tenkintų labiau nei tas, kurį pristatė savivaldybė, tikino Kazio Griniaus gimnazijos Darbo tarybos pirmininkė D.Vaišnorienė."
1928,"„Mums gal ir nebūtų labai palanku, kad Prano Dovydaičio mokykla taptų progimnazija, o visi 9–10 klasių mokiniai mokytųsi gimnazijoje, nes [...] dėl to gali nukentėti klimatas mokykloje ir suprastėti rezultatai. [...] Bet aš manau, tikrai mažesnė blogybė tai, ką siūlo ministerija, negu, kad viskas yra kaip vienas kažkoks industrinis fabrikas“, – sakė ji."
1929,"Tačiau meras pabrėžė, kad ŠMSM pateiktas pertvarkos variantas – tik rekomendacinio pobūdžio, ir žadėjo ministerijai pristatyti daugiau argumentų, kodėl būtent savivaldybės suformuotas projektas yra tinkamesnis."
1930,"„Mes dar su ministerija bendrausime. Sutarėme su viceministru, kad pateiksime papildomus argumentus, kadangi pirmą kartą mes pateikėme tik pertvarkos planą ministerijai ir būsimą tinklo struktūrą su būsimomis ugdymo programomis."
1931,"Nežinojome, kiek mums reikėtų plėstis į argumentaciją, demografinę, ekonominę, galų gale informacinių technologijų [situaciją]“, – dėstė M.Varaška ir pridūrė, kad savivaldybė ruošiasi keisti ne tik švietimo įstaigų valdymo struktūrą, bet ir centralizuoti maitinimo paslaugas, atsisakyti popierinio susirašinėjimo."
1932,"Ministerijos nuomonė – rekomendacinė, ir mes galime ją vertinti tik kaip patariamąją, ir priimti savo sprendimus."
1933,"„Mes sutarėme, kad dar pateikiame papildomus argumentus, nepaisant to, kad ministerijos nuomonė – rekomendacinė, ir mes galime ją vertinti tik kaip patariamąją, ir priimti savo sprendimus“, – pažymėjo Kazlų Rūdos meras."
1934,"Sprendimus dėl galutinio mokyklų tinklo varianto savivaldybės taryba, anot jo, planuoja patvirtinti iki kovo 11-osios."
1935,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
1936,"59,88 Eur/met."
1937,Jūs gausite:
1938,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
1939,"

Turite dovanų kodą?
"
1940,Nurodytos kainos galioja tik fiziniams asmenims.
1941,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
1942,< Grįžti atgal
1943,< Grįžti atgal
1944,< Grįžti atgal
1945,"Nesi registruotas skaitytojas?
            Registruokis
"
1946,< Grįžti atgal
1947,Esi registruotas skaitytojas? Prisijunk
1948,< Grįžti atgal
1949,=======================================================================
1950,62
1951,=======================================================================
1952,"Švietimo įstaigų pertvarkos, anot vienos iš pataisų iniciatorių V.Ačienės, labai skaudžiai paliečia regionus, kaimiškąsias vietoves, joms dažnai nepritaria vietos bendruomenės, tačiau į jų nuomonę esą neatsižvelgiama."
1953,"„Yra gautas bendruomenių kreipimasis ir jų nuogąstavimai yra tame, kad bendruomenės nuomonė šitoje vietoje arba yra nesvarbi, arba ji sprendžiama labai formaliai, tai yra, gavus bendruomenės sprendimą, vienais atvejais į jį atsižvelgiama, bet dažniausiai neatsižvelgiama, ir savivalda vienareikšmiškai priima taisykles tokias, kokios jei yra palankios“, – antradienį Seime surengtos spaudos konferencijos metu pasakojo politikė."
1954,"Jos bendražygis V.Ąžuolas mitu pavadino kalbas, kad pagrindinė problema švietime – blogas, brangus, neoptimizuotas mokyklų tinklas Lietuvoje."
1955,Dažniausiai yra kaltinamos tos mažos mokyklos.
1956,"„Dažniausiai yra kaltinamos tos mažos mokyklos, kurios – tarsi našta ir didžiausias blogis švietime“, – tęsė parlamentaras ir ragino atkreipti dėmesį į skaičius. Esą mažos mokyklos iki 100 vaikų gauna tik 10 proc. lėšų nuo viso biudžeto."
1957,"„Vadinasi, net teoriškai uždarius visas mažąsias mokyklas, švietime pinigų padaugėtų 10 proc.“, – kalbėjo V.Ąžuolas ir leido suprasti manantis, kad ši suma – nedidelė."
1958,"Savivaldybei vykdant mokyklų tinklo pertvarką, vietos bendruomenė apie tai turėtų būti tinkamai informuojama, tikino politikas."
1959,"„Švietimo įstaigos valdymo organui – mokyklos tarybai – jai turi būti viskas išaiškinama. Po to, kai jiems viskas aišku, tada jie priima sprendimą, kad sutinka su tokiu pasikeitimu švietime“, – apie tai, kaip veiktų jo teikiamos pataisos, pasakojo V.Ąžuolas."
1960,"Dabar pagal Švietimo įstatymą, kuriant valstybinių ir savivaldybių mokyklų tinklą turi būti konsultuojamasi su gyventojais ar jų grupėmis, kad būtų apgintas viešasis interesas."
1961,"Apie tai, kad Lietuvoje esantis mokyklų tinklas nėra optimalus, anksčiau yra kalbėjęs „valstiečių“ frakcijos Seime narys premjeras Saulius Skvernelis."
1962,"„Apie 50 proc. lėšų naudojamos ne su mokymu susijusių pareigybių išlaikymui, [...] turime jungtines klases, turime mokyklas po keliasdešimt mokinių, turime mokyklas, kur turi administracijas pakankamai gausias, nors mokinių mažai. Tai ir atsakymas. Aišku, yra savivaldybių, kur tas tinklas tikrai sutvarkytas“, – teigė jis."
1963,"S.Skvernelio vadovaujamas Ministrų kabinetas pakvietė partijas rengti nacionalinį susitarimą dėl švietimo ir pristatė susitarimo projektą. Jame – teiginiai, susiję su mokyklų tinklo pertvarka: siūloma arba perduoti mokyklas, išskyrus pradines, valstybės pavaldumui ribotam laikui, po kurio pavaldumas vėl būtų grąžintas, arba savivaldybėms perduoti tikslinių ugdymo dotacijų administravimą ir skirstymą. Linkstama prie antrojo varianto."
1964,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
1965,"59,88 Eur/met."
1966,Jūs gausite:
1967,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
1968,"

Turite dovanų kodą?
"
1969,Nurodytos kainos galioja tik fiziniams asmenims.
1970,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
1971,< Grįžti atgal
1972,< Grįžti atgal
1973,< Grįžti atgal
1974,"Nesi registruotas skaitytojas?
            Registruokis
"
1975,< Grįžti atgal
1976,Esi registruotas skaitytojas? Prisijunk
1977,< Grįžti atgal
1978,=======================================================================
1979,63
1980,=======================================================================
1981,=======================================================================
1982,64
1983,=======================================================================
1984,"„Vyriausybė pateikė savo juodraštį politinėms partijoms aptarti, šiandien mes tai ir darome, Seime aptarėme pradinį tekstą. Po savaitės vėl susitiksime, aptarsime pastabas ir toliau rengsime susitikimus su švietimo ekspertais“, – po susitikimo žurnalistams sakė Liberalų sąjūdžio vadovė Viktorija Čmilytė-Nielsen."
1985,"Seimo laikinosios grupės pirmininko pavaduotoja V.Čmilytė-Nielsen sakė nematanti susipriešinimo, kad rengiami švietimo susitarimo projektai jau yra du: valdančiųjų Vyriausybėje ir opozicijos atstovų Seime."
1986,"„Tai, kad Vyriausybėje toliau vyksta darbas, vertinu pozityviai. Kuo daugiau diskutuosime apie švietimą, kuo daugiau pastangų bus įdėta, tuo geriau. Jei šiandien čia mūsų pastangos paskatino Vyriausybę aktyviau dirbti, yra tik pliusas. Dirbsime dėl rezultato, ne tiek svarbu, po kieno kepure ar karūna visa tai vyksta, mūsų tikslas – kuo geresnis dokumento tekstas ir kuo geresnė švietimo kokybė Lietuvoje“, – kalbėjo liberalė."
1987,"Pradinį susitarimo tekstą rašantis konservatorių frakcijos atstovas Mantas Adomėnas teigė, kad pagrindinė kliūtis Lietuvos švietimui yra bendrojo ugdymo kokybė."
1988,"„Kalbamės, koks turėtų būti rodiklis virš vidutinio atlyginimo orientuojantis į mokytojo atlyginimą, imtis tokio dalyko, imti 20 proc. prasčiausiai veikiančių mokyklų ir labai individualiai su jomis dirbant jas kelti į viršų“, – žurnalistams sakė M.Adomėnas."
1989,"„Lietuvos pagrindinė problema ne tai, kad neturime gerų mokyklų, turime, bet taip pat turime per daug prastai veikiančių mokyklų, reikia jas kelti iš apačios į viršų ir tai padaryti nuolatine pastanga. Imame 20 proc. dabar, jas pastūmėjame, tada imame kitas, ir taip iš apačios kelti sistemą į viršų“, – kalbėjo parlamentaras."
1990,"Socialdemokratų atstovė Dovilė Šakalienė siūlė modelį, kad valstybės finansavimą ugdymui gaunančios mokyklos privalėtų priimti visus vaikus pagal gyvenamąją vietą, be atrankos, privačios mokyklos, jei naudojasi valstybės finansavimu ugdymo daliai, negalėtų imti mokesčio už mokslą, nebent už papildomas paslaugas."
1991,"„Mes laikomės pozicijos, kad vaikų segregavimas nuo ankstyvo amžiaus pagal socioekonominę padėtį ir specialiuosius poreikius gilina atskirtį ir kuria nelygių galimybių visuomenę – elito grupelė ir dauguma apleistų mokyklų. Vaikai turi mokytis kuo arčiau gyvenamosios vietos, jų nerūšiuojant ir kartu užtikrinant visą reikalingą švietimo pagalbą tiek gabiems vaikams, tiek vaikams su negalia“, – BNS sakė D.Šakalienė."
1992,"„Vietoje to, šiandien turime piramidę, kur viršuje elito gimnazijos, surinkti vaikai iš geriausių šeimų, pagal pažymius, ir be jokių negalių ir specialiųjų poreikių, ir tada visa kita likusi „vargo Lietuva“, kur, jei tu turi negalią, tau negali suteikti paslaugų, nes mokykla neturi pinigų mokytojo padėjėjui, jei tu mokaisi prastesniais pažymiais, tu nereikalingas geresnei gimnazijai ir taip toliau“, – kalbėjo socialdemokratų atstovė."
1993,"Vyriausybei sausį pasiūlius susitarimo dėl švietimo projektą, procesas persikėlė į Seimą. Buvo suburta politikų grupė dokumentui rengti, tačiau netrukus ją palikus „valstiečių“ atstovui, Seimo Švietimo ir mokslo komiteto pirmininkui Eugenijui Jovaišai, joje liko tik opozicijos atstovai."
1994,"Valdančiosios Lietuvos valstiečių ir žaliųjų sąjungos vadovas Ramūnas Karbauskis teigia, kad susitarimas toliau rengiamas Vyriausybėje, o opoziciją kaltina bandant „torpeduoti premjero iniciatyvą“ ir prieš rinkimus užsiimant „politiniais žaidimais“. R.Karbauskis BNS yra sakęs, jog gali būti, kad susitarimą pasirašys tik valdančios ir daugumą remiančios partijos, nors be opozicijos parašų susitarimo nacionaliniu ir nebūtų galima vadinti."
1995,"Premjero pateiktame projekte siūloma apsispręsti, ar reikėtų keisti mokyklų finansavimo tvarką, arba jų pavaldumą, t.y. siūloma arba laikinai perduoti mokyklas, išskyrus pradines, valdyti valstybei, arba tikslinių dotacijų administravimą ir skirstymą perduoti savivaldybėms. Svarstoma, kad tai padėtų imtis ryžtingesnių priemonių pertvarkant mokyklų tinklą."
1996,"Pagal premjero siūlomą projektą, valstybė taikytų „intervencines priemones“ pertvarkyti silpniausias mokyklas ir skirtų joms tikslinį finansavimą."
1997,"Taip pat siūloma susitarime numatyti, jog nuo 2022-ųjų mokyklose būtų atsisakyta jungtinių klasių, 95 proc. vaikų nuo trejų metų kaimo vietovėse lankytų darželius, pailginti pradinį ugdymą iki šešerių metų."
1998,"Siekiant šių tikslų, partijoms siūloma sutarti didinti švietimo sistemos finansavimą iki 6 proc. bendrojo vidaus produkto 2030 metais."
1999,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
2000,"59,88 Eur/met."
2001,Jūs gausite:
2002,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
2003,"

Turite dovanų kodą?
"
2004,Nurodytos kainos galioja tik fiziniams asmenims.
2005,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
2006,< Grįžti atgal
2007,< Grįžti atgal
2008,< Grįžti atgal
2009,"Nesi registruotas skaitytojas?
            Registruokis
"
2010,< Grįžti atgal
2011,Esi registruotas skaitytojas? Prisijunk
2012,< Grįžti atgal
2013,=======================================================================
2014,65
2015,=======================================================================
2016,"Grupės vicepirmininkė Viktorija Čmilytė-Nielsen BNS sakė, kad susirinkimas įvyks, nepaisant to, kad iš pirmininko pareigų pasitraukė Seimo Švietimo ir mokslo komiteto vadovas „valstietis“ Eugenijus Jovaiša ir daugiau nė vienas valdančiųjų atstovas grupės darbe nedalyvauja."
